"as_of_date","classification_for_rate_setting","corresponding_generic_drug_effective_date","corresponding_generic_drug_nadac_per_unit","effective_date","explanation_code","nadac_per_unit","ndc","ndc_description","otc","pharmacy_type_indicator","pricing_unit"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.0143","63739054210","FUROSEMIDE 40 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.05897","45802065065","LORATADINE 10 MG TABLET","Y","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.38796","13668013290","FELODIPINE ER 2.5 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.02739","00536106139","BLUE 2% GEL","Y","C/I","GM"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.04577","31722042210","LISINOPRIL 40 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.54364","65162035109","SILDENAFIL 20 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.5642","00555904958","CRYSELLE-28 TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.34246","68001013400","AMLODIPINE-BENAZEPRIL 5-20 MG","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-08-19T00:00:00.000","4, 6","20.69224","66993089430","ACITRETIN 10 MG CAPSULE","N","C/I","EA"
"2015-11-04T00:00:00.000","B",,,"2015-04-22T00:00:00.000","2","10.45898","00003421531","ONGLYZA 5 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.06108","00185010310","LISINOPRIL 30 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","1.15527","51079063220","PRAZOSIN 5 MG CAPSULE","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.29247","00054025213","IRBESARTAN 300 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.13272","60505002608","RANITIDINE 300 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.006","00904632078","ENEMA READY TO USE","Y","C/I","ML"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.01675","53746021810","METFORMIN HCL 500 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","B",,,"2015-06-01T00:00:00.000","4","0.9872","00009002001","MEDROL 2 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.10522","65862037305","ESCITALOPRAM 5 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","B",,,"2015-07-22T00:00:00.000","2","10.42686","00002512377","EFFIENT 10 MG TABLET","N","C/I","EA"
"2014-04-23T00:00:00.000","B",,,"2014-03-19T00:00:00.000","2","30.26","99207046730","SOLODYN ER 105 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.66381","51079059901","FENOFIBRATE 48 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.13286","00054004421","CILOSTAZOL 100 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.33676","16714036004","MONO-LINYAH 28 TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.77132","16714040803","LARIN 21 1-20 TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.52736","61314023710","CROMOLYN 4% EYE DROPS","N","C/I","ML"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.06548","00093014901","NAPROXEN 500 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.11749","00054872425","PREDNISONE 5 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.0633","68180046707","LOVASTATIN 10 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.1058","13668013501","ESCITALOPRAM 5 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.07442","00378077201","VERAPAMIL 120 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","B",,,"2015-11-18T00:00:00.000","2","42.49476","49702022813","TIVICAY 50 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.27903","00591247260","TAMOXIFEN 10 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1, 5","0.60225","00904645602","NYSTATIN 100,000 UNIT/GM POWD","N","C/I","GM"
"2015-09-30T00:00:00.000","G",,,"2015-02-18T00:00:00.000","4, 5","2.1774","64661003230","J-TAN D PD DROPS","Y","C/I","ML"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.28463","68462018022","MUPIROCIN 2% OINTMENT","N","C/I","GM"
"2015-11-11T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.13931","60505252201","CILOSTAZOL 100 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.08844","68084020201","PRIMIDONE 50 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.04238","00832091215","LORAZEPAM 2 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.14196","76282040501","GABAPENTIN 600 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.03799","00378191401","CLONAZEPAM 2 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.2262","00378628001","DICLOFENAC SOD DR 50 MG TAB","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.01585","00904581189","LISINOPRIL 5 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.53741","00093078201","TAMOXIFEN 20 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1, 6","0.41001","00781518210","LEVOTHYROXINE 75 MCG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-08-19T00:00:00.000","4","0.39058","00225058008","CONGESTAC TABLET","Y","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.03699","00904610361","CLONAZEPAM 2 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.12945","00904635024","RANITIDINE 150 MG TABLET","Y","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.06913","60505017800","LOVASTATIN 20 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.31579","13668006890","VALSARTAN 80 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.03497","00904765151","MAPAP PM CAPLET","Y","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.44589","00378312510","DOXEPIN 25 MG CAPSULE","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.06866","43547036211","LOSARTAN POTASSIUM 100 MG TAB","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","1.7749","00168020230","CLINDAMYCIN PH 1% GEL","N","C/I","GM"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.0272","00904564361","DOK PLUS TABLET","Y","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.14127","68462023201","OMEPRAZOLE DR 40 MG CAPSULE","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.45699","16714035904","FALMINA-28 TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.02117","64376063105","ALPRAZOLAM 0.5 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.26204","00713011850","ACEPHEN 120 MG SUPPOSITORY","Y","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.0813","00054010829","RAMIPRIL 5 MG CAPSULE","N","C/I","EA"
"2015-11-11T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.00831","49348001737","SM TUSSIN DM SYRUP","Y","C/I","ML"
"2015-11-11T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.35122","46122004065","ALLERGY RELIEF 180 MG TABLET","Y","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.12177","60505311008","OLANZAPINE 2.5 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.1461","60505017200","QUINAPRIL 5 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-10-21T00:00:00.000","4","0.68098","00682300101","BACMIN CAPLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.0577","68084024801","LORATADINE 10 MG TABLET","Y","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.03821","54458093210","SIMVASTATIN 40 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01999","00378232101","LORAZEPAM 0.5 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.344","49884072401","HYDROXYUREA 500 MG CAPSULE","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.06377","68084084701","HYDROXYZINE PAM 25 MG CAP","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.0454","00093512401","BENAZEPRIL HCL 5 MG TABLET","N","C/I","EA"
"2015-11-11T00:00:00.000","B",,,"2015-10-14T00:00:00.000","3","11.61988","00597015230","JARDIANCE 10 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.02453","51079088220","CLONAZEPAM 1 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.24522","00603580321","SULFAZINE EC 500 MG TAB","N","C/I","EA"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02807","68382002410","ATENOLOL 100 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","24.51245","43386062230","MY WAY 1.5 MG TABLET","Y","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-08-19T00:00:00.000","4","0.26084","68382018901","DIPYRIDAMOLE 75 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","1.31174","68462046840","RIZATRIPTAN 10 MG ODT","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1, 5","0.14676","45802043401","CLOTRIMAZOLE 1% CREAM","Y","C/I","GM"
"2015-11-18T00:00:00.000","B",,,"2015-07-01T00:00:00.000","4","9.96897","00173081259","POTIGA 200 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.27196","00093751498","IRBESARTAN 300 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.16356","68180041009","IRBESARTAN 75 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.14984","00093293101","METHYLDOPA 250 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.05262","00904025024","APRODINE TABLET","Y","C/I","EA"
"2015-09-30T00:00:00.000","B",,,"2015-06-17T00:00:00.000","2","0.60152","52747071230","INTEGRA PLUS CAPSULE","N","C/I","EA"
"2015-10-07T00:00:00.000","B",,,"2015-08-12T00:00:00.000","2","27.07595","65649030304","XIFAXAN 550 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.0197","36800048672","STOOL SOFTENER 100 MG SOFTGEL","Y","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.26594","00115115102","ACARBOSE 50 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1, 5","0.26193","68462018022","MUPIROCIN 2% OINTMENT","N","C/I","GM"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.02177","00172392560","DIAZEPAM 2 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.07291","68382011405","RISPERIDONE 1 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","3.27064","51079020406","ABACAVIR 300 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-03-18T00:00:00.000","4, 5","0.01705","46122013926","TUSSIN DM MAX LIQUID","Y","C/I","ML"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.43876","00378710077","FENOFIBRATE 54 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","B",,,"2015-06-04T00:00:00.000","2","7.60583","66582041474","ZETIA 10 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.36161","51079027920","PROPRANOLOL 40 MG TABLET","N","C/I","EA"
"2015-11-11T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","6.06308","55111013681","ZENATANE 20 MG CAPSULE","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","1.45901","52544098131","ZARAH TABLET","N","C/I","EA"
"2016-03-16T00:00:00.000","G",,,"2016-02-17T00:00:00.000","1, 5","0.2065","54859052016","TUSNEL C SYRUP","Y","C/I","ML"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","1.81085","49884046565","CHOLESTYRAMINE PACKET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.11408","00093834305","GLYBURIDE 2.5 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1, 5","0.00659","24385003928","ENEMA","Y","C/I","ML"
"2015-12-16T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.04913","65162018811","NAPROXEN 250 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.028","00054830125","FUROSEMIDE 80 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.0272","00536408601","SENEXON-S TABLET","Y","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.29821","00172409780","BACLOFEN 20 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.03602","24385047978","DIPHEDRYL 25 MG TABLET","Y","C/I","EA"
"2015-10-21T00:00:00.000","B",,,"2015-03-18T00:00:00.000","4, 5","4.23971","00064360045","PRUDOXIN 5% CREAM","N","C/I","GM"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.3485","68084028411","HYDROXYUREA 500 MG CAPSULE","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01393","00603420921","LISINOPRIL 2.5 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.344","68084028411","HYDROXYUREA 500 MG CAPSULE","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.12945","00904635051","RANITIDINE 150 MG TABLET","Y","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.04619","00143127001","LISINOPRIL 40 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.04447","49348002434","SM NASAL DECONGEST 30 MG TAB","Y","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","6.68869","49884056311","LAMOTRIGINE ER 100 MG TABLET","N","C/I","EA"
"2015-12-02T00:00:00.000","B",,,"2015-07-03T00:00:00.000","2","5.82041","65597011090","AZOR 5-20 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.09349","61442011105","ACYCLOVIR 200 MG CAPSULE","N","C/I","EA"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","1.6025","24385049464","EYE ITCH RELIEF 0.025% DROPS","Y","C/I","ML"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.2202","00904637661","OLANZAPINE 10 MG TABLET","N","C/I","EA"
"2015-11-11T00:00:00.000","B",,,"2015-07-22T00:00:00.000","2","10.37592","00002512101","EFFIENT 5 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.32433","13107003234","MIRTAZAPINE 45 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.13764","00378218001","VERAPAMIL ER 180 MG TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.30152","51079073401","HALOPERIDOL 1 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.05301","67877029550","IBUPROFEN 600 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1, 5","0.01196","62011013601","HM FIBER POWDER","Y","C/I","GM"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.53836","00185012805","BUMETANIDE 0.5 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.82477","00781104601","PERPHENAZINE 2 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.01882","00603321421","DIAZEPAM 5 MG TABLET","N","C/I","EA"
"2015-11-11T00:00:00.000","G",,,"2015-09-23T00:00:00.000","4","0.79428","00527139701","LOXAPINE 50 MG CAPSULE","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.03853","00485020416","RYNEX DM LIQUID","Y","C/I","ML"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.02675","54458088702","MELOXICAM 15 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.20378","68001000703","GABAPENTIN 800 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.8375","60505027201","MOEXIPRIL HCL 15 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.34467","51079015501","OLANZAPINE 15 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.01058","24385053587","ASPIRIN EC 81 MG TABLET","Y","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.20274","43547033310","GABAPENTIN 800 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.02961","00378623201","CITALOPRAM HBR 20 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.0824","58605042201","MAXIPHEN TABLET","Y","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1, 5","0.09376","00904782236","CLOTRIMAZOLE 1% CREAM","Y","C/I","GM"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.03472","69097012203","TOPIRAMATE 25 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.15125","66993068130","OLANZAPINE 5 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02538","00904580061","SIMVASTATIN 10 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.32433","00591111930","MIRTAZAPINE 45 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-10-21T00:00:00.000","4","0.3279","13811001030","COMPLETE NATAL DHA","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.02771","00536106139","BLUE 2% GEL","Y","C/I","GM"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02258","43547035411","LISINOPRIL 20 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","B",,,"2015-12-23T00:00:00.000","1","5.08358","00071101641","LYRICA 150 MG CAPSULE","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.20264","00904573611","NICORELIEF 2 MG GUM","Y","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.04442","37205037278","FIBER LAXATIVE CAPSULE","Y","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.2818","49348093044","SM LORATADINE 10 MG ODT","Y","C/I","EA"
"2015-11-11T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.09053","00378401101","GLIMEPIRIDE 1 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","1.13005","40085021560","PERMETHRIN 5% CREAM","N","C/I","GM"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.04577","00904581046","LISINOPRIL 40 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","B",,,"2015-09-29T00:00:00.000","2, 5","13.68618","00173071820","FLOVENT HFA 44 MCG INHALER","N","C/I","GM"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.4417","52544095428","RECLIPSEN 28 DAY TABLET","N","C/I","EA"
"2015-12-30T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.1011","68462025601","ROPINIROLE HCL 2 MG TABLET","N","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.06297","46122005762","TUSSIN 400 MG TABLET","Y","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.06548","53746019001","NAPROXEN 500 MG TABLET","N","C/I","EA"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.2961","64380075806","ACARBOSE 25 MG TABLET","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.03157","00378075701","ATENOLOL 100 MG TABLET","N","C/I","EA"
"2015-10-28T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.0412","16714036101","FAMOTIDINE 20 MG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.0472","00904198760","MAPAP 500 MG CAPSULE","Y","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.30604","68180027601","VALSARTAN 40 MG TABLET","N","C/I","EA"
"2015-11-11T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 6","0.13964","63044062201","RENO CAPS SOFTGEL","N","C/I","EA"
"2015-12-09T00:00:00.000","B",,,"2015-04-22T00:00:00.000","2, 5","1.83595","15821010115","FRESHKOTE EYE DROPS","Y","C/I","ML"
"2015-12-02T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.15604","51079032306","ANASTROZOLE 1 MG TABLET","N","C/I","EA"
"2015-11-04T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.8739","00781521801","DESIPRAMINE 10 MG TABLET","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","2.13975","65162034784","ZENCHENT FE TABLET CHEWABLE","N","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1, 5","0.00582","63868071257","QC ANTACID SUSPENSION","Y","C/I","ML"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02914","00904203559","BANOPHEN 25 MG CAPSULE","Y","C/I","EA"
"2015-10-14T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","6.57707","61748030411","MYORISAN 40 MG CAPSULE","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.02914","00904203559","BANOPHEN 25 MG CAPSULE","Y","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1","0.10179","65862012205","RISPERIDONE 2 MG TABLET","N","C/I","EA"
"2015-12-16T00:00:00.000","B",,,"2015-09-23T00:00:00.000","4","0.94867","52747020030","RESTORA CAPSULE","Y","C/I","EA"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01896","00172392670","DIAZEPAM 5 MG TABLET","N","C/I","EA"
"2015-10-21T00:00:00.000","G",,,"2015-10-21T00:00:00.000","1, 5","0.08633","66685101102","AMOX TR-K CLV 200-28.5/5 SUSP","N","C/I","ML"
"2015-11-18T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.1903","00378053101","SULINDAC 200 MG TABLET","N","C/I","EA"
"2015-12-09T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.46891","60505001408","DILT XR 120 MG CAPSULE","N","C/I","EA"
"2015-09-30T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1, 5","0.05919","00409427601","LIDOCAINE HCL 1% VIAL","N","C/I","ML"
"2015-12-23T00:00:00.000","G",,,"2015-12-23T00:00:00.000","1","0.0435","68084017211","FAMOTIDINE 20 MG TABLET","N","C/I","EA"
"2015-11-25T00:00:00.000","G",,,"2015-11-18T00:00:00.000","1","0.01468","00172290760","FUROSEMIDE 40 MG TABLET","N","C/I","EA"
"2015-10-07T00:00:00.000","G",,,"2015-09-23T00:00:00.000","1","0.66384","49884098401","NATEGLINIDE 60 MG TABLET","N","C/I","EA"
